Time R RSev TrueR Burden Tested Confirmed StdS StdO StdR StdI SvrS SvrO SvrR SvrI StdV1 StdV2 StdOV1 StdOV2 StdRV StdIV SvrV1 SvrV2 SvrOV1 SvrOV2 SvrRV SvrIV TestS TestO TestR TestI TestV1 TestV2 TestOV1 TestOV2 TestIV TestRV stdDIVAtests svrDIVAtests stdDIVAnegate svrDIVAnegate Replicate Removed PTI HerdSize TestType OnHerd RU RV LU LV SU IU SV IV
9313 221 221 295 297 316 94 0 0 161 60 0 0 161 60 0 0 0 0 0 0 0 0 0 0 0 0 19 2 220 75 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 221 0 0 0 19 297 0 0
9378 221 221 294 296 316 102 0 0 164 57 0 0 164 57 0 0 0 0 0 0 0 0 0 0 0 0 20 2 220 74 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 221 0 0 0 20 296 0 0
9480 219 219 299 300 316 104 0 0 167 52 0 0 167 52 0 0 0 0 0 0 0 0 0 0 0 0 16 1 227 72 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 219 0 0 0 16 300 0 0
9545 212 212 294 299 316 100 0 0 161 51 0 0 161 51 0 0 0 0 0 0 0 0 0 0 0 0 17 5 224 70 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 212 0 0 0 17 299 0 0
9660 222 222 296 301 316 111 0 0 176 46 0 0 176 46 0 0 0 0 0 0 0 0 0 0 0 0 15 5 229 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 222 0 0 0 15 301 0 0
9772 215 215 300 302 316 108 0 0 163 52 0 0 163 52 0 0 0 0 0 0 0 0 0 0 0 0 14 2 229 71 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 215 0 0 0 14 302 0 0
9883 207 207 302 305 316 116 0 0 155 52 0 0 155 52 0 0 0 0 0 0 0 0 0 0 0 0 11 3 225 77 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 207 0 0 0 11 305 0 0
9945 214 214 298 299 316 96 0 0 154 60 0 0 154 60 0 0 0 0 0 0 0 0 0 0 0 0 17 1 220 78 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 214 0 0 0 17 299 0 0
10008 224 224 297 300 316 101 0 0 165 59 0 0 165 59 0 0 0 0 0 0 0 0 0 0 0 0 16 3 220 77 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 224 0 0 0 16 300 0 0
10099 216 216 300 303 316 98 1 0 158 57 1 0 158 57 0 0 0 0 0 0 0 0 0 0 0 0 13 3 223 77 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 216 0 0 0 13 303 0 0
10178 223 223 301 302 316 100 0 0 161 62 0 0 161 62 0 0 0 0 0 0 0 0 0 0 0 0 14 1 223 78 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 223 0 0 0 14 302 0 0
10284 224 224 299 302 316 92 0 0 174 50 0 0 174 50 0 0 0 0 0 0 0 0 0 0 0 0 14 3 225 74 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 224 0 0 0 14 302 0 0
10350 224 224 297 298 316 95 0 0 167 57 0 0 167 57 0 0 0 0 0 0 0 0 0 0 0 0 18 1 223 74 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 224 0 0 0 18 298 0 0
10427 220 220 294 298 316 95 0 0 163 57 0 0 163 57 0 0 0 0 0 0 0 0 0 0 0 0 18 4 217 77 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 220 0 0 0 18 298 0 0
10500 215 215 299 304 316 110 0 0 161 54 0 0 161 54 0 0 0 0 0 0 0 0 0 0 0 0 12 5 222 77 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 215 0 0 0 12 304 0 0
10615 216 216 296 302 316 100 0 0 162 54 0 0 162 54 0 0 0 0 0 0 0 0 0 0 0 0 14 6 222 74 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 216 0 0 0 14 302 0 0
10684 231 231 303 306 316 95 0 0 169 62 0 0 169 62 0 0 0 0 0 0 0 0 0 0 0 0 10 3 226 77 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 231 0 0 0 10 306 0 0
10748 216 216 298 301 316 103 0 0 160 56 0 0 160 56 0 0 0 0 0 0 0 0 0 0 0 0 15 3 221 77 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 216 0 0 0 15 301 0 0
10816 218 218 296 301 316 115 0 0 160 58 0 0 160 58 0 0 0 0 0 0 0 0 0 0 0 0 15 5 220 76 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 218 0 0 0 15 301 0 0
10893 200 200 299 303 316 106 0 0 149 51 0 0 149 51 0 0 0 0 0 0 0 0 0 0 0 0 13 4 224 75 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 200 0 0 0 13 303 0 0
10968 209 209 307 310 316 117 0 0 161 48 0 0 161 48 0 0 0 0 0 0 0 0 0 0 0 0 6 3 232 75 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 209 0 0 0 6 310 0 0
11028 217 217 307 309 316 114 0 0 164 53 0 0 164 53 0 0 0 0 0 0 0 0 0 0 0 0 7 2 235 72 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 217 0 0 0 7 309 0 0
11115 217 217 303 305 316 110 0 0 159 58 0 0 159 58 0 0 0 0 0 0 0 0 0 0 0 0 11 2 225 78 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 217 0 0 0 11 305 0 0
11200 219 219 303 307 316 108 0 0 164 55 0 0 164 55 0 0 0 0 0 0 0 0 0 0 0 0 9 4 224 79 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 219 0 0 0 9 307 0 0
11298 228 228 301 305 316 105 0 0 175 53 0 0 175 53 0 0 0 0 0 0 0 0 0 0 0 0 11 4 224 77 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 228 0 0 0 11 305 0 0
11371 205 205 300 301 316 111 0 0 157 48 0 0 157 48 0 0 0 0 0 0 0 0 0 0 0 0 15 1 226 74 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 205 0 0 0 15 301 0 0
11461 214 214 295 300 316 97 0 0 164 50 0 0 164 50 0 0 0 0 0 0 0 0 0 0 0 0 16 5 226 69 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 214 0 0 0 16 300 0 0
11549 206 206 301 304 316 92 0 0 164 42 0 0 164 42 0 0 0 0 0 0 0 0 0 0 0 0 12 3 234 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 206 0 0 0 12 304 0 0
11610 226 226 304 305 316 102 0 0 171 55 0 0 171 55 0 0 0 0 0 0 0 0 0 0 0 0 11 1 233 71 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 226 0 0 0 11 305 0 0
11677 225 225 298 302 316 105 0 0 173 52 0 0 173 52 0 0 0 0 0 0 0 0 0 0 0 0 14 4 228 70 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 225 0 0 0 14 302 0 0
11759 213 213 298 301 316 98 0 0 167 46 0 0 167 46 0 0 0 0 0 0 0 0 0 0 0 0 15 3 226 72 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 213 0 0 0 15 301 0 0
11851 216 216 302 304 316 105 0 0 162 54 0 0 162 54 0 0 0 0 0 0 0 0 0 0 0 0 12 2 229 73 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 216 0 0 0 12 304 0 0
11942 229 229 304 306 316 102 0 0 171 58 0 0 171 58 0 0 0 0 0 0 0 0 0 0 0 0 10 2 229 75 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 229 0 0 0 10 306 0 0
12033 217 217 298 301 316 107 0 0 165 52 0 0 165 52 0 0 0 0 0 0 0 0 0 0 0 0 15 3 224 74 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 217 0 0 0 15 301 0 0
12114 209 209 292 295 316 102 0 0 160 49 0 0 160 49 0 0 0 0 0 0 0 0 0 0 0 0 21 3 225 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 209 0 0 0 21 295 0 0
12213 233 233 296 297 316 94 0 0 184 49 0 0 184 49 0 0 0 0 0 0 0 0 0 0 0 0 19 1 229 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 233 0 0 0 19 297 0 0
12280 231 231 298 302 316 114 0 0 176 55 0 0 176 55 0 0 0 0 0 0 0 0 0 0 0 0 14 4 223 75 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 231 0 0 0 14 302 0 0
12385 210 210 296 299 316 94 0 0 160 50 0 0 160 50 0 0 0 0 0 0 0 0 0 0 0 0 17 3 220 76 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 210 0 0 0 17 299 0 0
12461 220 220 289 294 316 100 0 0 168 52 0 0 168 52 0 0 0 0 0 0 0 0 0 0 0 0 22 5 212 77 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 220 0 0 0 22 294 0 0
12549 216 216 290 293 316 107 0 0 161 55 0 0 161 55 0 0 0 0 0 0 0 0 0 0 0 0 23 3 215 75 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 216 0 0 0 23 293 0 0
12650 210 210 296 301 316 101 0 0 153 57 0 0 153 57 0 0 0 0 0 0 0 0 0 0 0 0 15 5 221 75 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 210 0 0 0 15 301 0 0
12718 214 214 294 297 316 102 0 0 162 52 0 0 162 52 0 0 0 0 0 0 0 0 0 0 0 0 19 3 221 73 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 214 0 0 0 19 297 0 0
12783 216 216 301 302 316 107 0 0 164 52 0 0 164 52 0 0 0 0 0 0 0 0 0 0 0 0 14 1 228 73 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 216 0 0 0 14 302 0 0
12863 210 210 294 298 316 113 0 0 154 56 0 0 154 56 0 0 0 0 0 0 0 0 0 0 0 0 18 4 224 70 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 210 0 0 0 18 298 0 0
12943 217 217 293 295 316 97 0 0 171 46 0 0 171 46 0 0 0 0 0 0 0 0 0 0 0 0 21 2 227 66 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 217 0 0 0 21 295 0 0
13011 213 213 293 298 316 107 0 0 164 49 0 0 164 49 0 0 0 0 0 0 0 0 0 0 0 0 18 5 230 63 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 213 0 0 0 18 298 0 0
13089 219 219 300 302 316 110 0 0 163 56 0 0 163 56 0 0 0 0 0 0 0 0 0 0 0 0 14 2 233 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 219 0 0 0 14 302 0 0
13169 225 225 296 297 316 108 0 0 179 46 0 0 179 46 0 0 0 0 0 0 0 0 0 0 0 0 19 1 237 59 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 225 0 0 0 19 297 0 0
13231 226 226 291 297 316 117 0 0 183 43 0 0 183 43 0 0 0 0 0 0 0 0 0 0 0 0 19 6 235 56 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 226 0 0 0 19 297 0 0
13302 215 215 293 297 316 100 0 0 181 34 0 0 181 34 0 0 0 0 0 0 0 0 0 0 0 0 19 4 238 55 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 215 0 0 0 19 297 0 0
13401 205 205 293 297 316 105 0 0 161 44 0 0 161 44 0 0 0 0 0 0 0 0 0 0 0 0 19 4 228 65 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 205 0 0 0 19 297 0 0
13496 220 220 293 294 316 105 0 0 163 57 0 0 163 57 0 0 0 0 0 0 0 0 0 0 0 0 22 1 226 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 220 0 0 0 22 294 0 0
13600 230 230 302 303 316 119 0 0 177 53 0 0 177 53 0 0 0 0 0 0 0 0 0 0 0 0 13 1 234 68 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 230 0 0 0 13 303 0 0
13665 224 224 296 300 316 97 0 0 176 48 0 0 176 48 0 0 0 0 0 0 0 0 0 0 0 0 16 4 229 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 224 0 0 0 16 300 0 0
13740 216 216 300 300 316 133 0 0 175 41 0 0 175 41 0 0 0 0 0 0 0 0 0 0 0 0 16 0 234 66 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 216 0 0 0 16 300 0 0
13800 221 221 300 303 316 102 0 0 169 52 0 0 169 52 0 0 0 0 0 0 0 0 0 0 0 0 13 3 231 69 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 221 0 0 0 13 303 0 0
13863 226 226 298 300 316 94 0 0 174 52 0 0 174 52 0 0 0 0 0 0 0 0 0 0 0 0 16 2 228 70 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 226 0 0 0 16 300 0 0
13942 215 215 298 302 316 108 0 0 169 46 0 0 169 46 0 0 0 0 0 0 0 0 0 0 0 0 14 4 231 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 215 0 0 0 14 302 0 0
14023 228 228 296 299 316 97 0 0 178 50 0 0 178 50 0 0 0 0 0 0 0 0 0 0 0 0 17 3 231 65 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 228 0 0 0 17 299 0 0
14111 213 213 300 301 316 90 0 0 167 46 0 0 167 46 0 0 0 0 0 0 0 0 0 0 0 0 15 1 235 65 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 213 0 0 0 15 301 0 0
14202 216 216 295 301 316 98 0 0 168 48 0 0 168 48 0 0 0 0 0 0 0 0 0 0 0 0 15 6 231 64 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 216 0 0 0 15 301 0 0
14262 206 206 300 303 316 112 0 0 163 43 0 0 163 43 0 0 0 0 0 0 0 0 0 0 0 0 13 3 236 64 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 206 0 0 0 13 303 0 0
14326 213 213 300 302 316 126 0 0 164 49 0 0 164 49 0 0 0 0 0 0 0 0 0 0 0 0 14 2 234 66 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 213 0 0 0 14 302 0 0
14393 224 224 299 303 316 107 0 0 177 47 0 0 177 47 0 0 0 0 0 0 0 0 0 0 0 0 13 4 235 64 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 224 0 0 0 13 303 0 0
14478 219 219 302 305 316 110 0 0 178 41 0 0 178 41 0 0 0 0 0 0 0 0 0 0 0 0 11 3 244 58 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 219 0 0 0 11 305 0 0
14580 240 240 302 306 316 105 0 0 194 46 0 0 194 46 0 0 0 0 0 0 0 0 0 0 0 0 10 4 242 60 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 240 0 0 0 10 306 0 0
14656 232 232 303 304 316 100 0 0 189 43 0 0 189 43 0 0 0 0 0 0 0 0 0 0 0 0 12 1 243 60 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 232 0 0 0 12 304 0 0
14731 218 218 295 299 316 109 0 0 168 50 0 0 168 50 0 0 0 0 0 0 0 0 0 0 0 0 17 4 230 65 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 218 0 0 0 17 299 0 0
14791 213 213 291 295 316 100 0 0 172 41 0 0 172 41 0 0 0 0 0 0 0 0 0 0 0 0 21 4 230 61 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 213 0 0 0 21 295 0 0
14861 207 207 285 289 316 108 0 0 160 47 0 0 160 47 0 0 0 0 0 0 0 0 0 0 0 0 27 4 224 61 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 207 0 0 0 27 289 0 0
14958 218 218 289 291 316 106 0 0 173 45 0 0 173 45 0 0 0 0 0 0 0 0 0 0 0 0 25 2 234 55 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 218 0 0 0 25 291 0 0
15020 219 219 294 297 316 112 0 0 176 43 0 0 176 43 0 0 0 0 0 0 0 0 0 0 0 0 19 3 237 57 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 219 0 0 0 19 297 0 0
15108 226 226 290 295 316 94 0 0 179 47 0 0 179 47 0 0 0 0 0 0 0 0 0 0 0 0 21 5 227 63 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 226 0 0 0 21 295 0 0
15175 215 215 289 294 316 108 0 0 169 46 0 0 169 46 0 0 0 0 0 0 0 0 0 0 0 0 22 5 227 62 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 215 0 0 0 22 294 0 0
15235 208 208 295 297 316 104 0 0 160 48 0 0 160 48 0 0 0 0 0 0 0 0 0 0 0 0 19 2 231 64 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 208 0 0 0 19 297 0 0
15307 202 202 285 290 316 98 0 0 157 45 0 0 157 45 0 0 0 0 0 0 0 0 0 0 0 0 26 5 222 63 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 202 0 0 0 26 290 0 0
15378 207 207 285 290 316 88 0 0 166 41 0 0 166 41 0 0 0 0 0 0 0 0 0 0 0 0 26 5 224 61 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 207 0 0 0 26 290 0 0
15469 210 210 295 299 316 111 0 0 166 44 0 0 166 44 0 0 0 0 0 0 0 0 0 0 0 0 17 4 232 63 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 210 0 0 0 17 299 0 0
15541 203 203 294 296 316 103 0 0 164 39 0 0 164 39 0 0 0 0 0 0 0 0 0 0 0 0 20 2 233 61 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 203 0 0 0 20 296 0 0
15613 204 204 293 294 316 122 1 0 167 36 1 0 167 36 0 0 0 0 0 0 0 0 0 0 0 0 22 1 236 57 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 204 0 0 0 22 294 0 0
15688 210 210 295 296 316 114 0 0 167 43 0 0 167 43 0 0 0 0 0 0 0 0 0 0 0 0 20 1 231 64 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 210 0 0 0 20 296 0 0
15751 215 215 292 297 316 105 0 0 171 44 0 0 171 44 0 0 0 0 0 0 0 0 0 0 0 0 19 5 230 62 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 215 0 0 0 19 297 0 0
15818 205 205 297 299 316 103 0 0 161 44 0 0 161 44 0 0 0 0 0 0 0 0 0 0 0 0 17 2 233 64 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 205 0 0 0 17 299 0 0
15894 213 213 295 300 316 109 0 0 161 52 0 0 161 52 0 0 0 0 0 0 0 0 0 0 0 0 16 5 229 66 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 213 0 0 0 16 300 0 0
15964 224 224 295 300 316 101 0 0 172 52 0 0 172 52 0 0 0 0 0 0 0 0 0 0 0 0 16 5 225 70 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 224 0 0 0 16 300 0 0
16035 212 212 291 296 316 103 0 0 167 45 0 0 167 45 0 0 0 0 0 0 0 0 0 0 0 0 20 5 223 68 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 212 0 0 0 20 296 0 0
16099 217 217 299 299 316 102 0 0 177 40 0 0 177 40 0 0 0 0 0 0 0 0 0 0 0 0 17 0 233 66 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 217 0 0 0 17 299 0 0
16189 217 217 298 301 316 107 0 0 173 44 0 0 173 44 0 0 0 0 0 0 0 0 0 0 0 0 15 3 234 64 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 217 0 0 0 15 301 0 0
16259 206 206 292 295 316 112 0 0 156 50 0 0 156 50 0 0 0 0 0 0 0 0 0 0 0 0 21 3 225 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 206 0 0 0 21 295 0 0
16375 222 222 293 297 316 89 0 0 174 48 0 0 174 48 0 0 0 0 0 0 0 0 0 0 0 0 19 4 224 69 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 222 0 0 0 19 297 0 0
16446 219 219 300 301 316 105 0 0 170 49 0 0 170 49 0 0 0 0 0 0 0 0 0 0 0 0 15 1 231 69 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 219 0 0 0 15 301 0 0
16522 215 215 302 305 316 97 0 0 164 51 0 0 164 51 0 0 0 0 0 0 0 0 0 0 0 0 11 3 228 74 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 215 0 0 0 11 305 0 0
16582 240 240 300 303 316 103 0 0 178 62 0 0 178 62 0 0 0 0 0 0 0 0 0 0 0 0 13 3 227 73 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 240 0 0 0 13 303 0 0
16702 240 240 301 304 316 102 0 0 184 56 0 0 184 56 0 0 0 0 0 0 0 0 0 0 0 0 12 3 231 70 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 240 0 0 0 12 304 0 0
16783 212 212 286 290 316 100 0 0 165 47 0 0 165 47 0 0 0 0 0 0 0 0 0 0 0 0 26 4 224 62 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 212 0 0 0 26 290 0 0
16843 222 222 292 296 316 104 0 0 169 53 0 0 169 53 0 0 0 0 0 0 0 0 0 0 0 0 20 4 230 62 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 222 0 0 0 20 296 0 0
16903 220 220 295 301 316 112 0 0 182 38 0 0 182 38 0 0 0 0 0 0 0 0 0 0 0 0 15 6 236 59 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 220 0 0 0 15 301 0 0
17014 223 223 300 300 316 105 0 0 180 43 0 0 180 43 0 0 0 0 0 0 0 0 0 0 0 0 16 0 239 61 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 223 0 0 0 16 300 0 0
17091 221 221 298 301 316 105 0 0 173 48 0 0 173 48 0 0 0 0 0 0 0 0 0 0 0 0 15 3 237 61 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 221 0 0 0 15 301 0 0
17151 205 205 292 296 316 106 0 0 170 35 0 0 170 35 0 0 0 0 0 0 0 0 0 0 0 0 20 4 238 54 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 205 0 0 0 20 296 0 0
17238 219 219 292 295 316 100 0 0 177 42 0 0 177 42 0 0 0 0 0 0 0 0 0 0 0 0 21 3 240 52 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 219 0 0 0 21 295 0 0
17318 228 228 302 305 316 96 0 0 186 42 0 0 186 42 0 0 0 0 0 0 0 0 0 0 0 0 11 3 248 54 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 228 0 0 0 11 305 0 0
17383 217 217 302 305 316 102 0 0 180 37 0 0 180 37 0 0 0 0 0 0 0 0 0 0 0 0 11 3 245 57 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 217 0 0 0 11 305 0 0
17457 212 212 298 304 316 91 0 0 160 52 0 0 160 52 0 0 0 0 0 0 0 0 0 0 0 0 12 6 232 66 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 212 0 0 0 12 304 0 0
17525 219 219 296 302 316 115 0 0 168 51 0 0 168 51 0 0 0 0 0 0 0 0 0 0 0 0 14 6 228 68 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 219 0 0 0 14 302 0 0
17585 212 212 292 293 316 91 0 0 162 50 0 0 162 50 0 0 0 0 0 0 0 0 0 0 0 0 23 1 225 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 212 0 0 0 23 293 0 0
17654 220 220 290 296 316 84 0 0 176 44 0 0 176 44 0 0 0 0 0 0 0 0 0 0 0 0 20 6 224 66 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 220 0 0 0 20 296 0 0
17734 211 211 301 304 316 124 0 0 163 48 0 0 163 48 0 0 0 0 0 0 0 0 0 0 0 0 12 3 234 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 211 0 0 0 12 304 0 0
17832 218 218 302 303 316 99 0 0 172 46 0 0 172 46 0 0 0 0 0 0 0 0 0 0 0 0 13 1 234 68 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 218 0 0 0 13 303 0 0
17908 228 228 297 301 316 103 0 0 175 53 0 0 175 53 0 0 0 0 0 0 0 0 0 0 0 0 15 4 230 67 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 228 0 0 0 15 301 0 0
17987 205 205 288 291 316 109 0 0 159 46 0 0 159 46 0 0 0 0 0 0 0 0 0 0 0 0 25 3 227 61 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 205 0 0 0 25 291 0 0
18078 215 215 288 291 316 100 0 0 168 47 0 0 168 47 0 0 0 0 0 0 0 0 0 0 0 0 25 3 228 60 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 215 0 0 0 25 291 0 0
18152 204 204 280 286 316 95 0 0 167 37 0 0 167 37 0 0 0 0 0 0 0 0 0 0 0 0 30 6 228 52 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 204 0 0 0 30 286 0 0
18229 229 229 289 291 316 97 0 0 191 38 0 0 191 38 0 0 0 0 0 0 0 0 0 0 0 0 25 2 236 53 0 0 0 0 0 0 0 0 0 0 0 0 1 5730 2 316 229 0 0 0 25 291 0 0
18229 213 213 289 291 316 95 0 0 175 38 0 0 175 38 0 0 0 0 0 0 0 0 0 0 0 0 25 2 236 53 0 0 0 0 0 0 0 0 0 0 0 285 1 5730 2 316 213 0 266 0 25 6 0 0
